"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:sey02020",188,"Up",1.56621786423134e-09,1.47342266432285e-07,4.94020885770525e-14,1.70437205590831e-12,"Two-component system"
"path:sey01210",29,"Up",2.13539516568529e-09,1.47342266432285e-07,7.13157320706388e-11,2.13947196211916e-10,"2-Oxocarboxylic acid metabolism"
"path:sey00290",20,"Up",6.66288912473916e-09,3.06492899738002e-07,2.64187934760565e-10,6.62871545399236e-10,"Valine, leucine and isoleucine biosynthesis"
"path:sey00660",16,"Up",1.07578992215944e-08,3.71147523145006e-07,1.33033279139772e-10,3.6717185042577e-10,"C5-Branched dibasic acid metabolism"
"PhoPQ",18,"Up",4.36837486607805e-08,1.20567146303754e-06,9.09629815253901e-10,1.93121406930828e-09,"PhoPQ"
"path:sey00061",13,"Down",1.4393097452513e-07,3.09286253428341e-06,1.20353409946221e-09,2.40706819892442e-09,"Fatty acid biosynthesis"
"path:sey00561",12,"Down",1.56884331449159e-07,3.09286253428341e-06,5.06043845799295e-09,8.51634764881741e-09,"Glycerolipid metabolism"
"path:sey00500",36,"Up",1.83139834327492e-07,3.11855549052622e-06,1.20698003841386e-10,3.39924990410435e-10,"Starch and sucrose metabolism"
"path:sey03010",56,"Down",2.03384053729971e-07,3.11855549052622e-06,9.05377700395611e-09,1.45281537970459e-08,"Ribosome"
"PmrAB",17,"Up",2.67405096338337e-07,3.34942378038827e-06,1.74885814742075e-09,3.43348822885248e-09,"PmrAB"
"path:sey03060",18,"Down",2.72767475207604e-07,3.34942378038827e-06,4.93300701483692e-09,8.40438232157401e-09,"Protein export"
"path:sey01503",36,"Up",2.96914458659972e-07,3.34942378038827e-06,8.81717702136384e-10,1.90120379523158e-09,"Cationic antimicrobial peptide (CAMP) resistance"
"path:sey01212",20,"Down",3.15525428587301e-07,3.34942378038827e-06,1.02995946171257e-09,2.1214090405423e-09,"Fatty acid metabolism"
"path:sey00790",24,"Down",3.77586727459926e-07,3.72192631353356e-06,1.18488587472865e-12,9.0841250395863e-12,"Folate biosynthesis"
"path:sey00970",26,"Down",1.21344254264673e-06,1.11636713923499e-05,4.79059421582493e-08,7.21656511305928e-08,"Aminoacyl-tRNA biosynthesis"
"path:sey00633",8,"Up",1.44551739911897e-06,1.24675875674011e-05,7.16026492776628e-06,9.41063390506425e-06,"Nitrotoluene degradation"
"path:sey02040",45,"Down",1.81851404794265e-06,1.47620552127109e-05,3.56849206368747e-08,5.47168783098745e-08,"Flagellar assembly"
"path:sey00650",30,"Up",2.01887543254043e-06,1.54780449828099e-05,5.31190333818528e-11,1.69392070568565e-10,"Butanoate metabolism"
"path:sey00440",3,"Up",2.78412619417066e-06,1.92500194342179e-05,0.0377024029692955,0.0437221143677545,"Phosphonate and phosphinate metabolism"
"path:sey00230",71,"Down",2.78985788901709e-06,1.92500194342179e-05,5.40090659783832e-11,1.69392070568565e-10,"Purine metabolism"
"RpoS",64,"Up",3.4613526149945e-06,2.27460314699639e-05,7.45764808189982e-12,3.43051811767391e-11,"RpoS"
"path:sey01232",56,"Down",4.10338962547293e-06,2.44202074537241e-05,4.17332820943867e-10,9.59865488170894e-10,"Nucleotide metabolism"
"path:sey00364",1,"Up",4.24699260064768e-06,2.44202074537241e-05,4.24699260064768e-06,5.63543248932096e-06,"Fluorobenzoate degradation"
"path:sey00623",1,"Up",4.24699260064768e-06,2.44202074537241e-05,4.24699260064768e-06,5.63543248932096e-06,"Toluene degradation"
"path:sey00240",48,"Down",4.60342018213888e-06,2.53259235738925e-05,2.86968372000147e-10,7.07172059571791e-10,"Pyrimidine metabolism"
"path:sey03440",31,"Down",4.88639661861444e-06,2.53259235738925e-05,8.51299992772275e-12,3.55998178795679e-11,"Homologous recombination"
"path:sey01120",281,"Up",4.95507200358767e-06,2.53259235738925e-05,3.37230918503274e-12,1.86151467013807e-11,"Microbial metabolism in diverse environments"
"path:sey03030",21,"Down",5.3129932334096e-06,2.61854666503759e-05,8.66079616134108e-09,1.40610572972361e-08,"DNA replication"
"path:sey00521",10,"Down",5.74292029107853e-06,2.73283793161668e-05,1.51701439031351e-07,2.18070818607567e-07,"Streptomycin biosynthesis"
"path:sey00900",14,"Down",6.45994096292403e-06,2.97157284294506e-05,3.28636883182558e-08,5.09571796395427e-08,"Terpenoid backbone biosynthesis"
"path:sey00361",2,"Up",8.81989507535088e-06,3.92627587225297e-05,0.247151357105424,0.258385509701126,"Chlorocyclohexane and chlorobenzene degradation"
"path:sey00785",3,"Down",1.03689173747369e-05,4.47159561785528e-05,0.0808350051828088,0.0906929326441269,"Lipoic acid metabolism"
"path:sey01240",156,"Down",1.36286858986936e-05,5.69926864854461e-05,5.30161368775973e-13,6.09685574092369e-12,"Biosynthesis of cofactors"
"path:sey00565",1,"Down",1.53782535124623e-05,6.24176171976412e-05,1.53782535124623e-05,1.98336353712131e-05,"Ether lipid metabolism"
"path:sey03430",27,"Down",1.79217613978572e-05,7.06629449401225e-05,2.29654513917583e-09,4.34141409871595e-09,"Mismatch repair"
"path:sey03020",4,"Down",2.19843994087095e-05,8.42735310667196e-05,0.0216903914504932,0.0260284697405919,"RNA polymerase"
"path:sey00310",18,"Up",2.67887389355937e-05,9.99147560300521e-05,1.68378540870715e-12,1.10648755429327e-11,"Lysine degradation"
"path:sey00780",14,"Down",2.80815815336497e-05,0.000101980480306412,3.5801600589366e-10,8.6677559321623e-10,"Biotin metabolism"
"path:sey00053",23,"Up",4.16757909923545e-05,0.000147468183511408,6.23319230094532e-16,8.60180537530454e-14,"Ascorbate and aldarate metabolism"
"path:sey00770",25,"Up",4.97060716088272e-05,0.000167552944112605,1.08032488902961e-11,4.25956670531674e-11,"Pantothenate and CoA biosynthesis"
"path:sey04122",18,"Down",4.97802225262088e-05,0.000167552944112605,7.65472005938464e-10,1.67674820348425e-09,"Sulfur relay system"
"RcsB",26,"Up",5.13151951493581e-05,0.000168607069776462,4.18377074101993e-11,1.40819600551403e-10,"RcsB"
"path:sey00910",23,"Up",9.63361512782889e-05,0.000309171834334974,1.43521086378183e-13,2.70155803199235e-12,"Nitrogen metabolism"
"path:sey00020",28,"Up",9.99575773227823e-05,0.000313503310694181,4.89307004358897e-11,1.60772301432209e-10,"Citrate cycle (TCA cycle)"
"Lrp",145,"Up",0.000104872761637371,0.000321609802354604,7.05882709671349e-12,3.43051811767391e-11,"Lrp"
"path:sey00040",36,"Up",0.000118581774674657,0.000355745324023971,4.19444908618853e-13,5.26212703540016e-12,"Pentose and glucuronate interconversions"
"path:sey00480",24,"Up",0.000156610075391916,0.000451058730240061,1.07615631007328e-12,8.73585710530078e-12,"Glutathione metabolism"
"path:sey00670",12,"Down",0.000156889993126978,0.000451058730240061,2.34292461663093e-11,8.92522894804849e-11,"One carbon pool by folate"
"path:sey01501",20,"Up",0.00017386296345932,0.00048965487668135,1.8457724037555e-10,4.80597342864638e-10,"beta-Lactam resistance"
"path:sey03070",40,"Down",0.000201149675192739,0.000549148688432704,6.09340346348517e-08,9.0418244942038e-08,"Bacterial secretion system"
